Index,x,y,z
0,2.824224710464,1.394305586815,-0.371083199978
1,2.953571796417,1.390940666199,-0.384212374687
2,2.939218044281,1.415019035339,-0.527535259724
3,2.807179927826,1.399235844612,-0.512888729572


