Index,x,y,z
0,22.644060134888,-1.442260026932,-1.862105369568
1,22.632936477661,-1.586647391319,-1.855182409286
2,22.623102188110,-1.588866829872,-1.993332028389
3,22.613016128540,-1.446744322777,-1.998797059059 


